name,amount,date,production_company,channel,format,genre,fund_name
A Bit After Ten 1994,"$353,338",Jun 1994,SOUTHERN STAR CONCEPT,13 x 30 mins,Drama,TV Production,TV Production
Coverstory Additional,"$3,300,000",Jun 1994,The Gibson Group,TV3,11 x 60 mins,Drama,TV Production
Letter To Blanchy 1,"$500,000",Jun 1994,ISAMBARD PRODUCTIONS,4 x 30 mins,Comedy,TV Production,TV Production
Melody Rules 1,"$1,262,990",Jun 1994,TVWorks,TV3,26 x 30 mins,Comedy,TV Production
Pony 2 Additional,"$675,000",Jun 1994,PONY PRODUCTIONS,Drama,TV Production,,TV Production
Skitz 1 Additional,"$130,000",Jun 1994,The Gibson Group,TV3,Comedy,TV Production,TV Production
That Comedy Show (Eps 14-20),"$521,895",Jun 1994,ISAMBARD PRODUCTIONS,TV3,7 x 30 mins,Comedy,TV Production
Church Outside Broadcasts 1994 Additional,"$23,401",Jun 1994,Television New Zealand,Special Interest,TV Production,,TV Production
From Aswan To Alexandria,"$125,395",Jun 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Everybody Hurts,"$96,955",Jun 1994,NONA FILMS,TV3,1 x 60 mins,Documentary,TV Production
Arriving Early,"$85,393",Jun 1994,NONA FILMS,TV3,1 x 60 mins,Documentary,TV Production
Get A Job 3,"$89,742",Jun 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
The Firefighters,"$85,889",Jun 1994,VINCENT BURKE,TV3,1 x 60 mins,Documentary,TV Production
Shadows Of Vietnam,"$90,304",Jun 1994,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
The Final Exit,"$88,900",Jun 1994,ERIC DERKS,TV3,1 x 60 mins,Documentary,TV Production
Christchurch Croupiers,"$89,579",Jun 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Men - The NZ Model,"$94,950",Jun 1994,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
NZso Proms Concert,"$85,000",Jun 1994,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Peter Peryer,"$120,000",Jun 1994,TREVOR HAYSOM ENTERPRISE,TV One,1 x 60 mins,Documentary,TV Production
Irony,"$129,912",Jun 1994,ALISON LANGDON,TV One,1 x 60 mins,Documentary,TV Production
Flip And Two Twisters,"$171,176",Jun 1994,Point Of View Productions,TV One,1 x 60 mins,Documentary,TV Production
Forever,"$220,000",Jun 1994,FOREVER PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Annie Goldson/seeing Red,"$50,000",Apr 1994,James Wallace Productions,1 x 60 mins,Documentary,TV Production,TV Production
Once A Convent Girl,"$85,130",Apr 1994,COLLEEN HODGE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Quantum 1,"$201,942",Apr 1994,PRO TELEVISION,15 x 30 mins,Documentary,TV Production,TV Production
Coverstory Additional,"$345,000",Apr 1994,The Gibson Group,TV3,2 x 60 mins,Drama,TV Production
Parent Time 94,"$26,000",Apr 1994,KIDS TV,TV3,130 x 5 mins,Documentary,TV Production
Thirty Years Ago,"$104,847",Apr 1994,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Muldoon 2,"$85,000",Apr 1994,COMMUNICADO,TV3,1 x 60 mins,Documentary,TV Production
First Eleven,"$72,562",Apr 1994,ROBYN SCOTT-VINCENT,TV3,1 x 60 mins,Documentary,TV Production
On Judgement Day,"$81,766",Apr 1994,WORD PICTURES,TV3,1 x 60 mins,Documentary,TV Production
Film And Television Awards 1994,"$200,000",Feb 1994,Television New Zealand,1 x 120 mins,Arts/Culture,TV Production,TV Production
Frenzy 2,"$284,320",Feb 1994,MANIFESTO COMMUNICATIONS,TV3,26 x 30 mins,Arts/Culture,TV Production
Kiri Te Kanawa At Albert Hall,"$52,300",Feb 1994,Television New Zealand,TV One,1 x 150 mins,Arts/Culture,TV Production
Korero,"$72,526",Feb 1994,Television New Zealand,100 x 1 mins,Children,TV Production,TV Production
L/span S/free Stage Challenge,"$151,632",Feb 1994,Television New Zealand,1 x 60 mins,Children,TV Production,TV Production
Playing Possum,"$100,000",Feb 1994,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
Really Living,"$598,000",Feb 1994,AVALON STUDIOS,26 x 30 mins,Documentary,TV Production,TV Production
Tagata Tangata Additional,"$70,466",Feb 1994,PASIFIKA KNOWHOW,Documentary,TV Production,,TV Production
The Big Byte,"$450,000",Feb 1994,AVALON STUDIOS,26 x 30 mins,Documentary,TV Production,TV Production
Neighbourhood Network,"$496,712",Feb 1994,TUCKER FILMS,TV3,7 x 30 mins,Drama,TV Production
Plain Clothes,"$4,837,515",Feb 1994,South Pacific Pictures,26 x 60 mins,Drama,TV Production,TV Production
Pony 2,"$416,750",Feb 1994,PONY PRODUCTIONS,2 x 60 mins,Drama,TV Production,TV Production
Asia Dynamic 1994,"$747,201",Feb 1994,Television New Zealand,36 x 30 mins,Special Interest,TV Production,TV Production
The Visitation,"$30,000",Feb 1994,He Taonga Films,TV One,1 x 60 mins,Drama,TV Production
Maori Justice,"$85,914",Feb 1994,ARIKI COMMUNICATIONS,TV3,1 x 60 mins,Documentary,TV Production
The Edge Series 2,"$1,060,000",Dec 1993,The Gibson Group,TV3,35 x 30 mins,Arts/Culture,TV Production
Animals And Us 1,"$509,385",Dec 1993,COMMUNICADO COMMUNICATIONS,TV3,13 x 30 mins,Documentary,TV Production
Banned,"$75,700",Dec 1993,The University Of Auckland,1 x 60 mins,Documentary,TV Production,TV Production
Made In New Zealand 2,"$517,500",Dec 1993,COMMUNICADO COMMUNICATIONS,46 x 30 mins,Documentary,TV Production,TV Production
Making Babies,"$50,000",Dec 1993,Infotainment Film And Video T/D Firsthand Prod,1 x 60 mins,Documentary,TV Production,TV Production
New Zealand At War,"$900,000",Dec 1993,COMMUNICADO COMMUNICATIONS,6 x 60 mins,Documentary,TV Production,TV Production
Not Just A Domestic,"$90,000",Dec 1993,COMMUNICADO COMMUNICATIONS,1 x 60 mins,Documentary,TV Production,TV Production
Police Recruit,"$100,000",Dec 1993,AVALON STUDIOS,1 x 60 mins,Documentary,TV Production,TV Production
Mirror Mirror 1,"$1,500,000",Dec 1993,The Gibson Group,20 x 30 mins,Children's Drama,TV Production,TV Production
That Comedy Show (Eps 1-13),"$823,160",Dec 1993,ISAMBARD PRODUCTIONS,TV3,13 x 30 mins,Comedy,TV Production
Open Door 2,"$961,575",Dec 1993,Morningside Productions,TV3,26 x 30 mins,Special Interest,TV Production
Maori Medicine,"$85,000",Dec 1993,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Maori - Crisis And The Challenge,"$85,030",Dec 1993,Te Reo Television,TV3,1 x 60 mins,Documentary,TV Production
Under The Carpet,"$97,064",Dec 1993,POITIN PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
Explicit Sex,"$85,260",Dec 1993,JOHN & STEPHANIE MILLER,TV3,1 x 60 mins,Documentary,TV Production
Double Standard,"$85,000",Dec 1993,VINCENT BURKE,TV3,1 x 60 mins,Documentary,TV Production
Ta Moko,"$86,917",Dec 1993,POTIKI FILMS,TV One,1 x 60 mins,Documentary,TV Production
The Storytellers,"$122,000",Dec 1993,AVALON NFU,TV One,1 x 60 mins,Documentary,TV Production
Kiri On The Waterfront,"$87,500",Dec 1993,TVNZ,TV One,1 x 120 mins,Arts/Culture,TV Production
Christmas Concert - NZso,"$112,897",Oct 1993,Television New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
A Story Of Christmas,"$41,085",Oct 1993,Television New Zealand,1 x 30 mins,Children,TV Production,TV Production
Infocus 94,"$1,525,911",Oct 1993,KIDS TV,TV3,39 x 60 mins,Children,TV Production
Mel's Amazing Movies 1,"$406,543",Oct 1993,Television New Zealand,13 x 12 mins,Children,TV Production,TV Production
Son Of A Gunn 94,"$600,000",Oct 1993,Television New Zealand,230 x 30 mins,Children,TV Production,TV Production
Tiki Tiki Forest Gang 1994,"$1,187,682",Oct 1993,Taylormade Media,TV3,52 x 30 mins,Children,TV Production
Tiki Tiki Forest Gang 1994 Additional,"$84,359",Oct 1993,Taylormade Media,Children,TV Production,,TV Production
Top Team/go For It,"$26,760",Oct 1993,KIDS TV,1 x 30 mins,Children,TV Production,TV Production
What Now 1994,"$1,400,000",Oct 1993,TVNZ,TV 2,44 x 180 mins,Children,TV Production
You And Me 3,"$1,281,220",Oct 1993,KIDS TV,TV3,260 x 30 mins,Children,TV Production
A Moth To The Flame,"$129,176",Oct 1993,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
An Immigrant Nation Ep 6-8,"$345,158",Oct 1993,Top Shelf Productions,8 x 60 mins,Documentary,TV Production,TV Production
Cassino,"$100,000",Oct 1993,Execam,TV3,1 x 60 mins,Documentary,TV Production
Country Calendar: Rural Women,"$12,820",Oct 1993,AVALON STUDIOS,TV One,2 x 30 mins,Documentary,TV Production
Country Calendar 1994,"$233,785",Oct 1993,AVALON STUDIOS,TV One,23 x 30 mins,Documentary,TV Production
Country Calendar 1994 Special,"$13,000",Oct 1993,AVALON STUDIOS,TV One,1 x 30 mins,Documentary,TV Production
Just When You Thought It Was Safe,"$100,000",Oct 1993,BLUE YONDER,TV3,1 x 60 mins,Documentary,TV Production
Living Earth 4,"$772,900",Oct 1993,TVWorks,TV3,44 x 30 mins,Documentary,TV Production
Long Time Clean,"$89,780",Oct 1993,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
Made In New Zealand 1,"$112,500",Oct 1993,COMMUNICADO COMMUNICATIONS,10 x 60 mins,Documentary,TV Production,TV Production
The Best Years Of Their Lives,"$73,428",Oct 1993,Attitude Pictures,1 x 60 mins,Documentary,TV Production,TV Production
The Japanese Way,"$100,000",Oct 1993,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
To Be Like A Lady,"$116,000",Oct 1993,COMMUNICADO,1 x 60 mins,Documentary,TV Production,TV Production
Wild Country Wild Horses,"$100,000",Oct 1993,KEITH HUNTER,1 x 60 mins,Documentary,TV Production,TV Production
Young Farmer Of The Year 1994,"$100,000",Oct 1993,AVALON STUDIOS,TV One,1 x 60 mins,Documentary,TV Production
In Search Of The Great NZ Male,"$142,096",Oct 1993,ULTIMATE PRODUCTIONS,TV3,1 x 90 mins,Drama,TV Production
Shortland Street 3,"$2,250,000",Oct 1993,South Pacific Pictures,260 x 30 mins,Drama,TV Production,TV Production
Skitz 1,"$1,245,000",Oct 1993,The Gibson Group,TV3,26 x 30 mins,Comedy,TV Production
Tagata Pasifika 1994,"$927,761",Oct 1993,TVNZ,TV One,38 x 30 mins,Special Interest,TV Production
Marae 94,"$1,610,000",Oct 1993,TVNZ,38 x 60 mins,Special Interest,TV Production,TV Production
Te Karere 94,"$2,240,000",Oct 1993,TVNZ,200 x 10 mins,Special Interest,TV Production,TV Production
Waka Huia 94,"$750,000",Oct 1993,Television New Zealand,38 x 60 mins,Special Interest,TV Production,TV Production
Church Outside Broadcasts 1994,"$136,000",Oct 1993,Television New Zealand,3 x 60 mins,Special Interest,TV Production,TV Production
Praise Be 1994,"$551,100",Oct 1993,TVNZ,TV One,45 x 30 mins,Special Interest,TV Production
Kahu & Maia,"$30,000",Oct 1993,He Taonga Films,TV One,1 x 60 mins,Drama,TV Production
Survivors,"$85,015",Oct 1993,The Gibson Group,TV3,1 x 60 mins,Documentary,TV Production
Absolutely Delicious,"$80,095",Oct 1993,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
Arson,"$90,190",Oct 1993,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
In Bed With The Orchestra,"$97,088",Oct 1993,LA HOOD PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Composing Women's Festival,"$83,904",Oct 1993,Ninox Television,TV One,1 x 60 mins,Documentary,TV Production
Whale Out My Window,"$100,000",Oct 1993,NHNZ,TV One,1 x 60 mins,Documentary,TV Production
Petrouchka,"$122,872",Oct 1993,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Bitter Calm Additional,"$20,000",Aug 1993,The Gibson Group,TV3,Arts/Culture,TV Production,TV Production
Mobil Song Quest 93,"$79,921",Aug 1993,C4 Productions,TV3,1 x 60 mins,Arts/Culture,TV Production
Correspondence School Breakup 1993,"$40,031",Aug 1993,AVALON NFU,1 x 60 mins,Children,TV Production,TV Production
Greenfingers,"$302,318",Aug 1993,Television New Zealand,23 x 5 mins,Children,TV Production,TV Production
Heroes 3,"$587,693",Aug 1993,COMMUNICADO COMMUNICATIONS,13 x 30 mins,Documentary,TV Production,TV Production
How The Other Half Lives - Documentary,"$85,748",Aug 1993,ROBYN SCOTT-VINCENT,1 x 60 mins,Documentary,TV Production,TV Production
Kaikoura - A Whales Tale,"$100,000",Aug 1993,POTIKI FILMS,1 x 60 mins,Documentary,TV Production,TV Production
Made In New Zealand 1 Additional,"$19,271",Aug 1993,COMMUNICADO COMMUNICATIONS,Documentary,TV Production,,TV Production
Ethinic Cooking 1,"$426,305",Aug 1993,ISAMBARD PRODUCTIONS,TV3,26 x 30 mins,Special Interest,TV Production
Smokefree Sports Series 4,"$105,500",Aug 1993,TVNZ,30 x 12 mins,Special Interest,TV Production,TV Production
Soul Of The City,"$79,311",Aug 1993,BLUEWATER FILMS,TV3,1 x 60 mins,Documentary,TV Production
A Load Of Rubbish,"$84,880",Aug 1993,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Get A Job,"$123,226",Aug 1993,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
Two Tickets To Paradise,"$84,516",Aug 1993,PASTA PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
Booze Culture,"$85,000",Aug 1993,ANSON GRIEVE,TV3,1 x 60 mins,Documentary,TV Production
Muldoon 1,"$81,906",Aug 1993,COMMUNICADO COMMUNICATIONS,TV3,1 x 60 mins,Documentary,TV Production
Right Of Reply,"$15,000",Aug 1993,The Gibson Group,TV3,1 x 60 mins,Documentary,TV Production
Lost In The Cross,"$85,017",Aug 1993,KIDS TV,TV3,1 x 60 mins,Documentary,TV Production
Family Life - Inside NZ Series 2,"$177,400",Aug 1993,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
Small Poppies,"$84,998",Aug 1993,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Expressions Of Freedom,"$95,580",Aug 1993,MAGIC LANTERN PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Pacific 321 Zero,"$118,572",Aug 1993,TREVOR HAYSOM ENTERPRISE,TV One,1 x 60 mins,Documentary,TV Production
Bitter Calm,"$375,000",Jun 1993,The Gibson Group,TV3,1 x 120 mins,Arts/Culture,TV Production
Tiki Tiki Forest Gang 1993 Additnl,"$119,105",Jun 1993,Taylormade Media,23 x 6 mins,Children,TV Production,TV Production
An Immigrant Nation Ep 1-4,"$380,320",Jun 1993,Top Shelf Productions,4 x 60 mins,Documentary,TV Production,TV Production
First Hand 4,"$267,323",Jun 1993,Infotainment Film And Video T/D Firsthand Prod,10 x 30 mins,Documentary,TV Production,TV Production
Heartland 2,"$1,066,910",Jun 1993,ANSON GRIEVE,12 x 60 mins,Documentary,TV Production,TV Production
Scared Silent,"$49,000",Jun 1993,Television New Zealand,1 x 60 mins,Documentary,TV Production,TV Production
Ski Party,"$92,520",Jun 1993,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
The Radical Nuns,"$65,163",Jun 1993,Top Shelf Productions,1 x 60 mins,Documentary,TV Production,TV Production
Tomorrow's Schools,"$92,120",Jun 1993,COLIN MCRAE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Truelife Stories,"$974,550",Jun 1993,COMMUNICADO COMMUNICATIONS,13 x 30 mins,Documentary,TV Production,TV Production
You're Soaking In It,"$83,795",Jun 1993,BRYAN BRUCE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
A Bit After Ten 1993,"$388,544",Jun 1993,CONCEPT TELEVISION,13 x 30 mins,Drama,TV Production,TV Production
Fallout,"$2,000,000",Jun 1993,South Pacific Pictures,2 x 120 mins,Drama,TV Production,TV Production
Issues 93 Additional,"$345,462",Jun 1993,ISAMBARD PRODUCTIONS,7 x 30 mins,Drama,TV Production,TV Production
The Boy The Witch The House The Cat,"$250,000",Jun 1993,Shark Film Corporation,1 x 60 mins,Drama,TV Production,TV Production
The Neighbourhood Network,"$124,828",Jun 1993,TUCKER FILMS,TV3,1 x 30 mins,Comedy,TV Production
Agritech 2000 1994,"$415,852",Jun 1993,AVALON STUDIOS,48 x 30 mins,Special Interest,TV Production,TV Production
Alive & Kicking,"$267,465",Jun 1993,AVALON NFU STUDIOS,25 x 30 mins,Special Interest,TV Production,TV Production
Small Town Blues,"$70,000",Jun 1993,He Taonga Films,TV One,1 x 60 mins,Drama,TV Production
In Touch Fm,"$30,000",Jun 1993,He Taonga Films,TV One,1 x 60 mins,Drama,TV Production
Koro's Hat,"$30,000",Jun 1993,He Taonga Films,TV One,1 x 60 mins,Drama,TV Production
High Hopes,"$84,716",Jun 1993,Frame Up Films,TV3,1 x 60 mins,Documentary,TV Production
Asian Invasion,"$89,525",Jun 1993,ZEE FILMS,TV3,1 x 60 mins,Documentary,TV Production
Overseas Experience,"$94,080",Jun 1993,45 South Television,TV3,1 x 60 mins,Documentary,TV Production
Ruapehu Tragedy,"$99,786",Jun 1993,Ninox Television,TV3,1 x 60 mins,Documentary,TV Production
69 Puketitiri Road,"$64,200",Jun 1993,SOUTH PACIFIC VIDEO PRODUCTION,TV3,1 x 60 mins,Documentary,TV Production
Rude Awakening,"$81,980",Jun 1993,WORD PICTURES,TV3,1 x 60 mins,Documentary,TV Production
All About Eve,"$90,572",Jun 1993,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Life Sentence - 88 Mins,"$164,710",Jun 1993,OWEN HUGHES,TV3,1 x 60 mins,Documentary,TV Production
Kiwi Honours,"$88,785",Jun 1993,George Andrews Productions,TV3,1 x 60 mins,Documentary,TV Production
Murder,"$80,250",Jun 1993,Execam,TV3,1 x 60 mins,Documentary,TV Production
It's In The Genes Girls,"$85,372",Jun 1993,Seannachie Productions,TV One,1 x 60 mins,Documentary,TV Production
Mike Nock,"$80,060",Jun 1993,ZEE FILMS,TV One,1 x 60 mins,Documentary,TV Production
Grocer With Moko,"$35,000",Jun 1993,ANSON GRIEVE,TV One,1 x 60 mins,Documentary,TV Production
Hair,"$97,924",Jun 1993,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Girls Own Stories,"$18,184",Jun 1993,MOA FILMS,TV One,1 x 60 mins,Documentary,TV Production
Strictly Acapella,"$85,280",Jun 1993,ZEE FILMS,TV One,1 x 60 mins,Documentary,TV Production
Edifice,"$81,000",Jun 1993,SMALL WORLD PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Coverstory 1,"$600,000",Jun 1993,The Gibson Group,TV3,1 x 120 mins,Drama,TV Production
Seventeen,"$69,600",Apr 1993,BRYAN BRUCE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Stand By Your Man,"$72,450",Apr 1993,BRYAN BRUCE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
The Traders,"$560,000",Apr 1993,IMAGES INK,4 x 60 mins,Documentary,TV Production,TV Production
Camping Out W/the Topp Twins,"$187,290",Apr 1993,Comedia Pictures,TV3,1 x 90 mins,Drama,TV Production
Marlin Bay 3,"$1,750,000",Apr 1993,South Pacific Pictures,13 x 60 mins,Drama,TV Production,TV Production
Radio Wha Waho,"$498,108",Apr 1993,Television New Zealand,10 x 30 mins,Comedy,TV Production,TV Production
Verbatim,"$80,496",Apr 1993,Point Of View Productions,TV One,1 x 60 mins,Documentary,TV Production
Over The Mune,"$61,612",Apr 1993,AVALON NFU STUDIOS/TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Young Gifted & Broke,"$78,000",Apr 1993,PAMELA MEEKINGS-STEWART,TV One,1 x 60 mins,Documentary,TV Production
Film & Television Awards 1993,"$100,000",Feb 1993,Television New Zealand,1 x 60 mins,Arts/Culture,TV Production,TV Production
All In Vain,"$78,928",Feb 1993,RSVP Productions,1 x 60 mins,Documentary,TV Production,TV Production
Two Sides To That Story,"$89,900",Feb 1993,NONA FILMS,1 x 60 mins,Documentary,TV Production,TV Production
Women In Power 1,"$68,187",Feb 1993,JULIE CHRISTIE PRODUCTIONS,1 x 60 mins,Documentary,TV Production,TV Production
Bread & Roses 93 Loan,"$320,000",Feb 1993,Bread & Roses,Drama,TV Production,,TV Production
Issues 93,"$1,336,230",Feb 1993,ISAMBARD PRODUCTIONS,TV3,31 x 30 mins,Drama,TV Production
Once Were Warriors,"$250,000",Feb 1993,COMMUNICADO,1 x 120 mins,Drama,TV Production,TV Production
Open Door 1,"$390,000",Feb 1993,Morningside Productions,13 x 30 mins,Special Interest,TV Production,TV Production
Sense Of Place,"$77,272",Feb 1993,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
O'shea,"$77,072",Feb 1993,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Manupuna,"$77,819",Feb 1993,MANUPUNA PRODUCTIONS,TV One,1 x 60 mins,Documentary,TV Production
Britten,"$95,035",Dec 1992,Taylormade Media,TV3,1 x 60 mins,Documentary,TV Production
First Hand 3,"$251,620",Dec 1992,Infotainment Film And Video T/D Firsthand Prod,10 x 30 mins,Documentary,TV Production,TV Production
Heroes 2,"$587,693",Dec 1992,COMMUNICADO COMMUNICATIONS,13 x 30 mins,Documentary,TV Production,TV Production
Hillary: From Everest,"$130,000",Dec 1992,Keirfilm Productions,1 x 60 mins,Documentary,TV Production,TV Production
Kohi's Guide To Life,"$44,560",Dec 1992,Dexterity Productions,1 x 60 mins,Documentary,TV Production,TV Production
Living Earth 3,"$612,590",Dec 1992,TVWorks,TV3,38 x 30 mins,Documentary,TV Production
Sad Mad Or Bad,"$75,000",Dec 1992,ZEE FILMS,1 x 60 mins,Documentary,TV Production,TV Production
The Nineties,"$100,000",Dec 1992,VINCENT BURKE,1 x 60 mins,Documentary,TV Production,TV Production
The Utterly Confused Person's Guide To Bi-Cultural,"$85,699",Dec 1992,TVNZ,1 x 60 mins,Documentary,TV Production,TV Production
